Country,Happiness Rank,Happiness Score,Corruption,Human Development Index,Life Expectancy at Birth,Mean Years of Schooling,GDP Per Capita,Inequality in eduation,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Carbon dioxide emissions per capita (production) (tonnes),Year
Iran,118,4.721,0.714,0.774,73.8749,10.63645314,13000.7117,4.984428444,0.459,16,8.870210046,2021
Uganda,119,4.636,0.855,0.525,62.7048,5.730941566,2181.43651,27.91438,0.53,375,0.106954357,2021
Liberia,120,4.625,0.85,0.481,60.7472,5.082,1288.74235,42.11968,0.648,661,0.199498545,2021
Kenya,121,4.607,0.825,0.575,61.427,6.652,4473.570344,22.89552,0.506,342,0.300273588,2021
Tunisia,122,4.596,0.87,0.731,73.7719,7.431598614,10257.54477,30.70285,0.259,43,2.379863502,2021
Lebanon,123,4.584,0.898,0.706,75.0472,8.718636,9525.831467,6.177,0.432,29,3.804777564,2021
Namibia,124,4.574,0.847,0.615,59.269,7.192013277,8633.504452,25.01567,0.445,195,1.525913011,2021
Myanmar,126,4.426,0.66,0.585,65.6716,6.37680006,3850.524234,26.85272,0.498,250,0.667627891,2021
Jordan,127,4.395,0.705,0.72,74.2563,10.44668007,9923.714974,15.44186,0.471,46,2.497997184,2021
Chad,128,4.355,0.807,0.394,52.5254,2.57377421,1364.169417,42.9329,0.652,1140,0.055540457,2021
Sri Lanka,129,4.325,0.863,0.782,76.3991,10.82730007,12578.22055,11.99693,0.383,36,0.985665463,2021
Egypt,132,4.283,0.795,0.731,70.2207,9.573026174,11731.69056,36.94291,0.443,37,2.085874268,2021
Ethiopia,133,4.275,0.761,0.498,64.9748,3.201520681,2361.069604,42.77036,0.52,401,0.127560389,2021
Mauritania,134,4.227,0.731,0.556,64.3636,4.918804891,5075.305711,43.98689,0.632,766,0.726332991,2021
Madagascar,135,4.208,0.803,0.501,64.4853,5.120468534,1483.520983,29.34582,0.556,335,0.132880633,2021
Togo,136,4.107,0.772,0.539,61.6194,5.016807367,2166.619062,37.72766,0.58,396,0.264726786,2021
Zambia,137,4.073,0.823,0.565,61.2234,7.187091494,3217.767739,20.43572,0.54,213,0.3575346,2021
Sierra Leone,138,3.849,0.866,0.477,60.0624,4.576081285,1621.512579,47.50289,0.633,1120,0.109965133,2021
India,139,3.819,0.774,0.633,67.2398,6.655109195,6589.980037,36.87573,0.49,133,1.769409088,2021
Burundi,140,3.775,0.607,0.426,61.6627,3.129266883,731.7867086,39.48821,0.505,548,0.050642582,2021
Yemen,141,3.658,0.8,0.455,63.7534,3.2,1314.270189,46.13765,0.82,164,0.327509951,2021
Tanzania,142,3.623,0.577,0.549,66.2007,6.37289871,2664.329096,26.96013,0.56,524,0.183121172,2021
Haiti,143,3.615,0.721,0.535,63.1924,5.554,2847.500746,37.33677,0.635,480,0.256039713,2021
Malawi,144,3.6,0.729,0.512,62.9044,4.489695385,1465.635064,28.00731,0.554,349,0.072922295,2021
Lesotho,145,3.512,0.915,0.514,53.062,6.010184707,2700.435748,19.55712,0.557,544,1.019209252,2021
Botswana,146,3.467,0.801,0.693,61.1409,10.34,16198.31841,23.27683,0.468,144,2.772080776,2021
Rwanda,147,3.415,0.167,0.534,66.0722,4.425292358,2209.795202,27.35907,0.388,248,0.079731518,2021
Zimbabwe,148,3.145,0.821,0.593,59.2531,8.710908501,3809.887158,14.60503,0.532,458,0.708561788,2021
Afghanistan,149,2.523,0.924,0.478,61.9824,2.98506999,1824.190915,45.36517,0.678,638,0.312376488,2021
